Player,Min,year,PlayerName,PlayerID
Sébastien Le Toux\Sebastien-Le-Toux,736,2017,Sébastien Le Toux,Sebastien-Le-Toux
Taylor Kemp\Taylor-Kemp,1980,2017,Taylor Kemp,Taylor-Kemp
Teal Bunbury\Teal-Bunbury,1287,2017,Teal Bunbury,Teal-Bunbury
Tesho Akindele\Tesho-Akindele,1516,2017,Tesho Akindele,Tesho-Akindele
Thomas McNamara\Thomas-McNamara,1569,2017,Thomas McNamara,Thomas-McNamara
Tim Howard\Tim-Howard,2250,2017,Tim Howard,Tim-Howard
Tim Melia\Tim-Melia,2758,2017,Tim Melia,Tim-Melia
Tim Parker\Tim-Parker,2880,2017,Tim Parker,Tim-Parker
Tommy Redding\Tommy-Redding,1409,2017,Tommy Redding,Tommy-Redding
Tommy Thompson\Tommy-Thompson,1541,2017,Tommy Thompson,Tommy-Thompson
Tomás Martínez\Tomas-Martinez,503,2017,Tomás Martínez,Tomas-Martinez
Tony Alfaro\Tony-Alfaro,820,2017,Tony Alfaro,Tony-Alfaro
Tony Beltran\Tony-Beltran,1818,2017,Tony Beltran,Tony-Beltran
Tony Rocha\Tony-Rocha,28,2017,Tony Rocha,Tony-Rocha
Tony Tchani\Tony-Tchani,2114,2017,Tony Tchani,Tony-Tchani
Tosaint Ricketts\Tosaint-Ricketts,1010,2017,Tosaint Ricketts,Tosaint-Ricketts
Travis Worra\Travis-Worra,450,2017,Travis Worra,Travis-Worra
Tsubasa Endoh\Tsubasa-Endoh,268,2017,Tsubasa Endoh,Tsubasa-Endoh
Tyler Adams\Tyler-Adams,1993,2017,Tyler Adams,Tyler-Adams
Tyler Deric\Tyler-Deric,2340,2017,Tyler Deric,Tyler-Deric
Tyler Miller\Tyler-Miller,90,2017,Tyler Miller,Tyler-Miller
Tyler Pasher\Tyler-Pasher,45,2017,Tyler Pasher,Tyler-Pasher
Tyrone Mears\Tyrone-Mears,1502,2017,Tyrone Mears,Tyrone-Mears
Vadim Demidov\Vadim-Demidov,270,2017,Vadim Demidov,Vadim-Demidov
Valeri Qazaishvili\Valeri-Qazaishvili,783,2017,Valeri Qazaishvili,Valeri-Qazaishvili
Vicente Sánchez\Vicente-Sanchez,531,2017,Vicente Sánchez,Vicente-Sanchez
Victor Arboleda\Victor-Arboleda,57,2017,Victor Arboleda,Victor-Arboleda
Victor Ulloa\Victor-Ulloa,1213,2017,Victor Ulloa,Victor-Ulloa
Vincent Bezecourt\Vincent-Bezecourt,191,2017,Vincent Bezecourt,Vincent-Bezecourt
Vitor Junior\Vitor-Junior,1526,2017,Vitor Junior,Vitor-Junior
Vytas Andriuškevičius\Vytas-Andriuskevicius,1780,2017,Vytas Andriuškevičius,Vytas-Andriuskevicius
Víctor Bernárdez\Victor-Bernardez,2228,2017,Víctor Bernárdez,Victor-Bernardez
Víctor Cabrera\Victor-Cabrera,1496,2017,Víctor Cabrera,Victor-Cabrera
Víctor Rodríguez\Victor-Rodriguez,484,2017,Víctor Rodríguez,Victor-Rodriguez
Víctor Vázquez\Victor-Vazquez,2372,2017,Víctor Vázquez,Victor-Vazquez
Walker Hume\Walker-Hume,180,2017,Walker Hume,Walker-Hume
Walker Zimmerman\Walker-Zimmerman,1602,2017,Walker Zimmerman,Walker-Zimmerman
Wandrille Lefèvre\Wandrille-Lefevre,105,2017,Wandrille Lefèvre,Wandrille-Lefevre
Warren Creavalle\Warren-Creavalle,549,2017,Warren Creavalle,Warren-Creavalle
Waylon Francis\Waylon-Francis,852,2017,Waylon Francis,Waylon-Francis
Wil Trapp\Wil-Trapp,3034,2017,Wil Trapp,Wil-Trapp
Will Bruin\Will-Bruin,1824,2017,Will Bruin,Will-Bruin
Will Johnson\Will-Johnson,2056,2017,Will Johnson,Will-Johnson
Xavier Kouassi\Xavier-Kouassi,1224,2017,Xavier Kouassi,Xavier-Kouassi
Yamil Asad\Yamil-Asad,2758,2017,Yamil Asad,Yamil-Asad
Yangel Herrera\Yangel-Herrera,1225,2017,Yangel Herrera,Yangel-Herrera
Yordy Reyna\Yordy-Reyna,1074,2017,Yordy Reyna,Yordy-Reyna
Yoshimar Yotún\Yoshimar-Yotun,886,2017,Yoshimar Yotún,Yoshimar-Yotun
Yura Movsisyan\Yura-Movsisyan,1422,2017,Yura Movsisyan,Yura-Movsisyan
Zac MacMath\Zac-MacMath,810,2017,Zac MacMath,Zac-MacMath
Zack Steffen\Zack-Steffen,3060,2017,Zack Steffen,Zack-Steffen
Zarek Valentin\Zarek-Valentin,1545,2017,Zarek Valentin,Zarek-Valentin
Zoltán Stieber\Zoltan-Stieber,524,2017,Zoltán Stieber,Zoltan-Stieber
Álvaro Fernández\Alvaro-Fernandez,494,2017,Álvaro Fernández,Alvaro-Fernandez
Øyvind Alseth\Oyvind-Alseth,267,2017,Øyvind Alseth,Oyvind-Alseth
A.J. DeLaGarza\AJ-DeLaGarza,360,2018,A.J. DeLaGarza,AJ-DeLaGarza
Aaron Herrera\Aaron-Herrera,1235,2018,Aaron Herrera,Aaron-Herrera
Aaron Kovar\Aaron-Kovar,522,2018,Aaron Kovar,Aaron-Kovar
Aaron Long\Aaron-Long,2808,2018,Aaron Long,Aaron-Long
Aaron Maund\Aaron-Maund,900,2018,Aaron Maund,Aaron-Maund
Abel Aguilar\Abel-Aguilar,134,2018,Abel Aguilar,Abel-Aguilar
Abu Danladi\Abu-Danladi,488,2018,Abu Danladi,Abu-Danladi
Adam Grinwis\Adam-Grinwis,450,2018,Adam Grinwis,Adam-Grinwis
Adam Henley\Adam-Henley,262,2018,Adam Henley,Adam-Henley
Adam Jahn\Adam-Jahn,75,2018,Adam Jahn,Adam-Jahn
Adam Lundqvist\Adam-Lundqvist,1202,2018,Adam Lundqvist,Adam-Lundqvist
Adama Diomande\Adama-Diomande,1248,2018,Adama Diomande,Adama-Diomande
Adolfo Machado\Adolfo-Machado,1697,2018,Adolfo Machado,Adolfo-Machado
Ager Aketxe\Ager-Aketxe,729,2018,Ager Aketxe,Ager-Aketxe
Aidan Daniels\Aidan-Daniels,13,2018,Aidan Daniels,Aidan-Daniels
Alan Gordon\Alan-Gordon,835,2018,Alan Gordon,Alan-Gordon
Albert Rusnák\Albert-Rusnak,2591,2018,Albert Rusnák,Albert-Rusnak
Alberth Elis\Alberth-Elis,2414,2018,Alberth Elis,Alberth-Elis
Alec Kann\Alec-Kann,90,2018,Alec Kann,Alec-Kann
Alejandro Bedoya\Alejandro-Bedoya,2778,2018,Alejandro Bedoya,Alejandro-Bedoya
Alejandro Fuenmayor\Alejandro-Fuenmayor,1762,2018,Alejandro Fuenmayor,Alejandro-Fuenmayor
Alejandro Silva González\Alejandro-Silva-Gonzalez,2362,2018,Alejandro Silva González,Alejandro-Silva-Gonzalez
Aleksandar Katai\Aleksandar-Katai,2426,2018,Aleksandar Katai,Aleksandar-Katai
Alex Bono\Alex-Bono,2430,2018,Alex Bono,Alex-Bono
Alex Crognale\Alex-Crognale,101,2018,Alex Crognale,Alex-Crognale
Alex Muyl\Alex-Muyl,1291,2018,Alex Muyl,Alex-Muyl
Alex Roldan\Alex-Roldan,739,2018,Alex Roldan,Alex-Roldan
Alexander Callens\Alexander-Callens,2748,2018,Alexander Callens,Alexander-Callens
Alexander Ring\Alexander-Ring,2607,2018,Alexander Ring,Alexander-Ring
Alexi Gómez\Alexi-Gomez,1316,2018,Alexi Gómez,Alexi-Gomez
Alfredo Ortuño\Alfredo-Ortuno,119,2018,Alfredo Ortuño,Alfredo-Ortuno
Ali Ghazal\Ali-Ghazal,1444,2018,Ali Ghazal,Ali-Ghazal
Alphonso Davies\Alphonso-Davies,2419,2018,Alphonso Davies,Alphonso-Davies
Alvas Powell\Alvas-Powell,2064,2018,Alvas Powell,Alvas-Powell
Amro Tarek\Amro-Tarek,1696,2018,Amro Tarek,Amro-Tarek
Andre Blake\Andre-Blake,2970,2018,Andre Blake,Andre-Blake
Andreas Ivan\Andreas-Ivan,192,2018,Andreas Ivan,Andreas-Ivan
Andreu Fontàs\Andreu-Fontas,93,2018,Andreu Fontàs,Andreu-Fontas
Andrew Carleton\Andrew-Carleton,161,2018,Andrew Carleton,Andrew-Carleton
Andrew Farrell\Andrew-Farrell,2701,2018,Andrew Farrell,Andrew-Farrell
Andrew Putna\Andrew-Putna,135,2018,Andrew Putna,Andrew-Putna
Andrew Tarbell\Andrew-Tarbell,2610,2018,Andrew Tarbell,Andrew-Tarbell
Andrew Wenger\Andrew-Wenger,1708,2018,Andrew Wenger,Andrew-Wenger
Andrew Wheeler-Omiunu\Andrew-Wheeler-Omiunu,17,2018,Andrew Wheeler-Omiunu,Andrew-Wheeler-Omiunu
André Horta\Andre-Horta,325,2018,André Horta,Andre-Horta
Andrés Flores\Andres-Flores,1171,2018,Andrés Flores,Andres-Flores
Andy Polo\Andy-Polo,1630,2018,Andy Polo,Andy-Polo
Angelo Rodríguez\Angelo-Rodriguez,868,2018,Angelo Rodríguez,Angelo-Rodriguez
Anthony Blondell\Anthony-Blondell,645,2018,Anthony Blondell,Anthony-Blondell
Anthony Fontana\Anthony-Fontana,102,2018,Anthony Fontana,Anthony-Fontana
Anthony Jackson-Hamel\Anthony-Jackson-Hamel,584,2018,Anthony Jackson-Hamel,Anthony-Jackson-Hamel
Anton Nedyalkov\Anton-Nedyalkov,769,2018,Anton Nedyalkov,Anton-Nedyalkov
Anton Tinnerholm\Anton-Tinnerholm,2696,2018,Anton Tinnerholm,Anton-Tinnerholm
Antonio Delamea Mlinar\Antonio-Delamea-Mlinar,1514,2018,Antonio Delamea Mlinar,Antonio-Delamea-Mlinar
Aníbal Godoy\Anibal-Godoy,2344,2018,Aníbal Godoy,Anibal-Godoy
Ariel Lassiter\Ariel-Lassiter,92,2018,Ariel Lassiter,Ariel-Lassiter
Artur\Artur,2780,2018,Artur,Artur
Arturo Alvarez\Arturo-Alvarez,355,2018,Arturo Alvarez,Arturo-Alvarez
Ashley Cole\Ashley-Cole,2684,2018,Ashley Cole,Ashley-Cole
Ashtone Morgan\Ashtone-Morgan,1012,2018,Ashtone Morgan,Ashtone-Morgan
Auro\Auro,1424,2018,Auro,Auro
Aurélien Collin\Aurelien-Collin,353,2018,Aurélien Collin,Aurelien-Collin
Auston Trusty\Auston-Trusty,3060,2018,Auston Trusty,Auston-Trusty
Axel Sjöberg\Axel-Sjoberg,1333,2018,Axel Sjöberg,Axel-Sjoberg
Ayo Akinola\Ayo-Akinola,49,2018,Ayo Akinola,Ayo-Akinola
Bacary Sagna\Bacary-Sagna,810,2018,Bacary Sagna,Bacary-Sagna
Baggio Husidić\Baggio-Husidic,211,2018,Baggio Husidić,Baggio-Husidic
Bastian Schweinsteiger\Bastian-Schweinsteiger,2723,2018,Bastian Schweinsteiger,Bastian-Schweinsteiger
Ben Mines\Ben-Mines,90,2018,Ben Mines,Ben-Mines
Ben Spencer\Ben-Spencer,82,2018,Ben Spencer,Ben-Spencer
Ben Sweat\Ben-Sweat,2195,2018,Ben Sweat,Ben-Sweat
Benny Feilhaber\Benny-Feilhaber,2796,2018,Benny Feilhaber,Benny-Feilhaber
Bernie Ibini-Isei\Bernie-Ibini-Isei,418,2018,Bernie Ibini-Isei,Bernie-Ibini-Isei
Bill Hamid\Bill-Hamid,1260,2018,Bill Hamid,Bill-Hamid
Bill Tuiloma\Bill-Tuiloma,717,2018,Bill Tuiloma,Bill-Tuiloma
Bismark Adjei-Boateng\Bismark-Adjei-Boateng,1233,2018,Bismark Adjei-Boateng,Bismark-Adjei-Boateng
Bobby Shuttleworth\Bobby-Shuttleworth,2250,2018,Bobby Shuttleworth,Bobby-Shuttleworth
Boniek García\Boniek-Garcia,2064,2018,Boniek García,Boniek-Garcia
Bořek Dočkal\Borek-Dockal,2380,2018,Bořek Dočkal,Borek-Dockal
Brad Guzan\Brad-Guzan,2913,2018,Brad Guzan,Brad-Guzan
Brad Knighton\Brad-Knighton,630,2018,Brad Knighton,Brad-Knighton
Brad Smith\Brad-Smith,443,2018,Brad Smith,Brad-Smith
Brad Stuver\Brad-Stuver,180,2018,Brad Stuver,Brad-Stuver
Bradford Jamieson IV\Bradford-Jamieson-IV,272,2018,Bradford Jamieson IV,Bradford-Jamieson-IV
Bradley Wright-Phillips\Bradley-Wright-Phillips,2532,2018,Bradley Wright-Phillips,Bradley-Wright-Phillips
Brandon Bye\Brandon-Bye,1474,2018,Brandon Bye,Brandon-Bye
Brandon Vazquez\Brandon-Vazquez,93,2018,Brandon Vazquez,Brandon-Vazquez
Brandon Vincent\Brandon-Vincent,2827,2018,Brandon Vincent,Brandon-Vincent
Brandt Bronico\Brandt-Bronico,1532,2018,Brandt Bronico,Brandt-Bronico
Brek Shea\Brek-Shea,1525,2018,Brek Shea,Brek-Shea
Brent Kallman\Brent-Kallman,1953,2018,Brent Kallman,Brent-Kallman
Brett Levis\Brett-Levis,953,2018,Brett Levis,Brett-Levis
Brian Rowe\Brian-Rowe,900,2018,Brian Rowe,Brian-Rowe
Brian White\Brian-White,219,2018,Brian White,Brian-White
Brian Wright\Brian-Wright,263,2018,Brian Wright,Brian-Wright
Brooks Lennon\Brooks-Lennon,2847,2018,Brooks Lennon,Brooks-Lennon
Bruno Miranda\Bruno-Miranda,93,2018,Bruno Miranda,Bruno-Miranda
Bryan Meredith\Bryan-Meredith,90,2018,Bryan Meredith,Bryan-Meredith
C.J. Sapong\CJ-Sapong,2307,2018,C.J. Sapong,CJ-Sapong
Caleb Calvert\Caleb-Calvert,36,2018,Caleb Calvert,Caleb-Calvert
Calum Mallace\Calum-Mallace,32,2018,Calum Mallace,Calum-Mallace
Cameron Lindley\Cameron-Lindley,200,2018,Cameron Lindley,Cameron-Lindley
Carlos Ascues\Carlos-Ascues,753,2018,Carlos Ascues,Carlos-Ascues
Carlos Gruezo\Carlos-Gruezo,2509,2018,Carlos Gruezo,Carlos-Gruezo
Carlos Rivas\Carlos-Rivas,265,2018,Carlos Rivas,Carlos-Rivas
Carlos Vela\Carlos-Vela,2378,2018,Carlos Vela,Carlos-Vela
Carter Manley\Carter-Manley,505,2018,Carter Manley,Carter-Manley
Chad Marshall\Chad-Marshall,2582,2018,Chad Marshall,Chad-Marshall
Chris Durkin\Chris-Durkin,1506,2018,Chris Durkin,Chris-Durkin
Chris Duvall\Chris-Duvall,1192,2018,Chris Duvall,Chris-Duvall
Chris Mavinga\Chris-Mavinga,933,2018,Chris Mavinga,Chris-Mavinga
Chris McCann\Chris-McCann,1800,2018,Chris McCann,Chris-McCann
Chris Mueller\Chris-Mueller,2050,2018,Chris Mueller,Chris-Mueller
Chris Odoi-Atsem\Chris-Odoi-Atsem,13,2018,Chris Odoi-Atsem,Chris-Odoi-Atsem
Chris Pontius\Chris-Pontius,1490,2018,Chris Pontius,Chris-Pontius
Chris Schuler\Chris-Schuler,786,2018,Chris Schuler,Chris-Schuler
Chris Seitz\Chris-Seitz,540,2018,Chris Seitz,Chris-Seitz
Chris Tierney\Chris-Tierney,311,2018,Chris Tierney,Chris-Tierney
Chris Wehan\Chris-Wehan,186,2018,Chris Wehan,Chris-Wehan
Chris Wondolowski\Chris-Wondolowski,2296,2018,Chris Wondolowski,Chris-Wondolowski
Christian Dean\Christian-Dean,177,2018,Christian Dean,Christian-Dean
Christian Ramirez\Christian-Ramirez,1634,2018,Christian Ramirez,Christian-Ramirez
Claude Dielna\Claude-Dielna,1333,2018,Claude Dielna,Claude-Dielna
Clint Dempsey\Clint-Dempsey,905,2018,Clint Dempsey,Clint-Dempsey
Clint Irwin\Clint-Irwin,630,2018,Clint Irwin,Clint-Irwin
Cole Bassett\Cole-Bassett,309,2018,Cole Bassett,Cole-Bassett
Collen Warner\Collen-Warner,1236,2018,Collen Warner,Collen-Warner
Collin Martin\Collin-Martin,521,2018,Collin Martin,Collin-Martin
Connor Lade\Connor-Lade,1318,2018,Connor Lade,Connor-Lade
Connor Maloney\Connor-Maloney,29,2018,Connor Maloney,Connor-Maloney
Corey Baird\Corey-Baird,1898,2018,Corey Baird,Corey-Baird
Cory Burke\Cory-Burke,1433,2018,Cory Burke,Cory-Burke
Cristhian Machado\Cristhian-Machado,119,2018,Cristhian Machado,Cristhian-Machado
Cristhian Paredes\Cristhian-Paredes,1407,2018,Cristhian Paredes,Cristhian-Paredes
Cristian Colmán\Cristian-Colman,610,2018,Cristian Colmán,Cristian-Colman
Cristian Cásseres Jr.\Cristian-Casseres-Jr,97,2018,Cristian Cásseres Jr.,Cristian-Casseres-Jr
Cristian Higuita\Cristian-Higuita,1354,2018,Cristian Higuita,Cristian-Higuita
Cristian Lobato\Cristian-Lobato,328,2018,Cristian Lobato,Cristian-Lobato
Cristian Martínez\Cristian-Martinez,835,2018,Cristian Martínez,Cristian-Martinez
Cristian Penilla\Cristian-Penilla,2811,2018,Cristian Penilla,Cristian-Penilla
Cristian Roldan\Cristian-Roldan,3052,2018,Cristian Roldan,Cristian-Roldan
Cristian Techera\Cristian-Techera,1344,2018,Cristian Techera,Cristian-Techera
Cédric Hountondji\Cedric-Hountondji,1,2018,Cédric Hountondji,Cedric-Hountondji
DaMarcus Beasley\DaMarcus-Beasley,2206,2018,DaMarcus Beasley,DaMarcus-Beasley
Dairon Asprilla\Dairon-Asprilla,693,2018,Dairon Asprilla,Dairon-Asprilla
Damir Kreilach\Damir-Kreilach,2779,2018,Damir Kreilach,Damir-Kreilach
Dane Kelly\Dane-Kelly,4,2018,Dane Kelly,Dane-Kelly
Daniel Johnson\Daniel-Johnson,262,2018,Daniel Johnson,Daniel-Johnson
Daniel Lovitz\Daniel-Lovitz,2650,2018,Daniel Lovitz,Daniel-Lovitz
Daniel Royer\Daniel-Royer,2042,2018,Daniel Royer,Daniel-Royer
Daniel Steres\Daniel-Steres,1322,2018,Daniel Steres,Daniel-Steres
Danilo Acosta\Danilo-Acosta,898,2018,Danilo Acosta,Danilo-Acosta
Danilo da Silva\Danilo-da-Silva,721,2018,Danilo da Silva,Danilo-da-Silva
Danny Hoesen\Danny-Hoesen,2484,2018,Danny Hoesen,Danny-Hoesen
Danny Wilson\Danny-Wilson,1935,2018,Danny Wilson,Danny-Wilson
Darlington Nagbe\Darlington-Nagbe,1965,2018,Darlington Nagbe,Darlington-Nagbe
Darren Mattocks\Darren-Mattocks,1273,2018,Darren Mattocks,Darren-Mattocks
Darwin Cerén\Darwin-Ceren,1861,2018,Darwin Cerén,Darwin-Ceren
Darwin Quintero\Darwin-Quintero,2392,2018,Darwin Quintero,Darwin-Quintero
David Accam\David-Accam,1213,2018,David Accam,David-Accam
David Bingham\David-Bingham,3060,2018,David Bingham,David-Bingham
David Choinière\David-Choiniere,13,2018,David Choinière,David-Choiniere
David Guzmán\David-Guzman,968,2018,David Guzmán,David-Guzman
David Horst\David-Horst,313,2018,David Horst,David-Horst
David Ousted\David-Ousted,1530,2018,David Ousted,David-Ousted
David Romney\David-Romney,2354,2018,David Romney,David-Romney
David Villa\David-Villa,1748,2018,David Villa,David-Villa
Dax McCarty\Dax-McCarty,2255,2018,Dax McCarty,Dax-McCarty
Dejan Jakovic\Dejan-Jakovic,1148,2018,Dejan Jakovic,Dejan-Jakovic
Deklan Wynne\Deklan-Wynne,2006,2018,Deklan Wynne,Deklan-Wynne
Demar Phillips\Demar-Phillips,358,2018,Demar Phillips,Demar-Phillips
Derrick Etienne\Derrick-Etienne,970,2018,Derrick Etienne,Derrick-Etienne
Derrick Jones\Derrick-Jones,393,2018,Derrick Jones,Derrick-Jones
Diego Campos\Diego-Campos,1199,2018,Diego Campos,Diego-Campos
Diego Chará\Diego-Chara,2385,2018,Diego Chará,Diego-Chara
Diego Fagúndez\Diego-Fagundez,2661,2018,Diego Fagúndez,Diego-Fagundez
Diego Rossi\Diego-Rossi,2599,2018,Diego Rossi,Diego-Rossi
Diego Rubio\Diego-Rubio,784,2018,Diego Rubio,Diego-Rubio
Diego Valeri\Diego-Valeri,2743,2018,Diego Valeri,Diego-Valeri
Dillon Powers\Dillon-Powers,71,2018,Dillon Powers,Dillon-Powers
Dillon Serna\Dillon-Serna,1191,2018,Dillon Serna,Dillon-Serna
Djordje Mihailovic\Djordje-Mihailovic,575,2018,Djordje Mihailovic,Djordje-Mihailovic
Dom Dwyer\Dom-Dwyer,2242,2018,Dom Dwyer,Dom-Dwyer
Dominic Oduro\Dominic-Oduro,70,2018,Dominic Oduro,Dominic-Oduro
Dominique Badji\Dominique-Badji,1953,2018,Dominique Badji,Dominique-Badji
Doneil Henry\Doneil-Henry,1260,2018,Doneil Henry,Doneil-Henry
Donny Toia\Donny-Toia,237,2018,Donny Toia,Donny-Toia
Drew Conner\Drew-Conner,467,2018,Drew Conner,Drew-Conner
Drew Moor\Drew-Moor,570,2018,Drew Moor,Drew-Moor
Dániel Sallói\Daniel-Salloi,2286,2018,Dániel Sallói,Daniel-Salloi
Earl Edwards Jr.\Earl-Edwards-Jr,391,2018,Earl Edwards Jr.,Earl-Edwards-Jr
Ebenezer Ofori\Ebenezer-Ofori,1895,2018,Ebenezer Ofori,Ebenezer-Ofori
Edgar Castillo\Edgar-Castillo,2439,2018,Edgar Castillo,Edgar-Castillo
Eduard Atuesta\Eduard-Atuesta,1507,2018,Eduard Atuesta,Eduard-Atuesta
Eduardo Sosa\Eduardo-Sosa,391,2018,Eduardo Sosa,Eduardo-Sosa
Edward Opoku\Edward-Opoku,153,2018,Edward Opoku,Edward-Opoku
Efraín Juárez\Efrain-Juarez,1157,2018,Efraín Juárez,Efrain-Juarez
Elliot Collier\Elliot-Collier,906,2018,Elliot Collier,Elliot-Collier
Eloi Amagat\Eloi-Amagat,430,2018,Eloi Amagat,Eloi-Amagat
Ema Twumasi\Ema-Twumasi,45,2018,Ema Twumasi,Ema-Twumasi
Emiliano Amor\Emiliano-Amor,333,2018,Emiliano Amor,Emiliano-Amor
Emmanuel Boateng\Emmanuel-Boateng,1192,2018,Emmanuel Boateng,Emmanuel-Boateng
Emrah Klimenta\Emrah-Klimenta,156,2018,Emrah Klimenta,Emrah-Klimenta
Enzo Martínez\Enzo-Martinez,1407,2018,Enzo Martínez,Enzo-Martinez
Eric Alexander\Eric-Alexander,1655,2018,Eric Alexander,Eric-Alexander
Eric Bird\Eric-Bird,340,2018,Eric Bird,Eric-Bird
Eric Calvillo\Eric-Calvillo,164,2018,Eric Calvillo,Eric-Calvillo
Eric Miller\Eric-Miller,1145,2018,Eric Miller,Eric-Miller
Eric Remedi\Eric-Remedi,1094,2018,Eric Remedi,Eric-Remedi
Erik Hurtado\Erik-Hurtado,488,2018,Erik Hurtado,Erik-Hurtado
Eriq Zavaleta\Eriq-Zavaleta,1487,2018,Eriq Zavaleta,Eriq-Zavaleta
Ethan Finlay\Ethan-Finlay,569,2018,Ethan Finlay,Ethan-Finlay
Ethan Kutler\Ethan-Kutler,102,2018,Ethan Kutler,Ethan-Kutler
Evan Bush\Evan-Bush,3060,2018,Evan Bush,Evan-Bush
Ezequiel Barco\Ezequiel-Barco,1723,2018,Ezequiel Barco,Ezequiel-Barco
Fabian Herbers\Fabian-Herbers,428,2018,Fabian Herbers,Fabian-Herbers
Fabinho\Fabinho,715,2018,Fabinho,Fabinho
Fafà Picault\Fafa-Picault,2189,2018,Fafà Picault,Fafa-Picault
Fanendo Adi\Fanendo-Adi,823,2018,Fanendo Adi,Fanendo-Adi
Fatai Alashe\Fatai-Alashe,362,2018,Fatai Alashe,Fatai-Alashe
Federico Higuaín\Federico-Higuain,2373,2018,Federico Higuaín,Federico-Higuain
Felipe Gutiérrez\Felipe-Gutierrez,1517,2018,Felipe Gutiérrez,Felipe-Gutierrez
Felipe\Felipe,2204,2018,Felipe,Felipe
Fernando Bob\Fernando-Bob,614,2018,Fernando Bob,Fernando-Bob
Fidel Escobar\Fidel-Escobar,375,2018,Fidel Escobar,Fidel-Escobar
Florian Jungwirth\Florian-Jungwirth,2401,2018,Florian Jungwirth,Florian-Jungwirth
Florian Valot\Florian-Valot,1144,2018,Florian Valot,Florian-Valot
Francisco Calvo\Francisco-Calvo,2338,2018,Francisco Calvo,Francisco-Calvo
Franco Escobar\Franco-Escobar,1788,2018,Franco Escobar,Franco-Escobar
Frantz Pangop\Frantz-Pangop,181,2018,Frantz Pangop,Frantz-Pangop
François Affolter\Francois-Affolter,678,2018,François Affolter,Francois-Affolter
Frédéric Brillant\Frederic-Brillant,2182,2018,Frédéric Brillant,Frederic-Brillant
Gabriel Somi\Gabriel-Somi,1038,2018,Gabriel Somi,Gabriel-Somi
Gastón Sauro\Gaston-Sauro,521,2018,Gastón Sauro,Gaston-Sauro
George Bello\George-Bello,177,2018,George Bello,George-Bello
Gerso Fernandes\Gerso-Fernandes,1598,2018,Gerso Fernandes,Gerso-Fernandes
Gianluca Busio\Gianluca-Busio,159,2018,Gianluca Busio,Gianluca-Busio
Gilbert Fuentes\Gilbert-Fuentes,2,2018,Gilbert Fuentes,Gilbert-Fuentes
Giles Barnes\Giles-Barnes,545,2018,Giles Barnes,Giles-Barnes
Giovani dos Santos\Giovani-dos-Santos,823,2018,Giovani dos Santos,Giovani-dos-Santos
Graham Smith\Graham-Smith,180,2018,Graham Smith,Graham-Smith
Graham Zusi\Graham-Zusi,3060,2018,Graham Zusi,Graham-Zusi
Grant Lillard\Grant-Lillard,564,2018,Grant Lillard,Grant-Lillard
Greg Garza\Greg-Garza,926,2018,Greg Garza,Greg-Garza
Gregory van der Wiel\Gregory-van-der-Wiel,2296,2018,Gregory van der Wiel,Gregory-van-der-Wiel
Guillermo Hauché\Guillermo-Hauche,174,2018,Guillermo Hauché,Guillermo-Hauche
Guram Kashia\Guram-Kashia,1080,2018,Guram Kashia,Guram-Kashia
Gustav Svensson\Gustav-Svensson,2072,2018,Gustav Svensson,Gustav-Svensson
Gyasi Zardes\Gyasi-Zardes,2945,2018,Gyasi Zardes,Gyasi-Zardes
Handwalla Bwana\Handwalla-Bwana,490,2018,Handwalla Bwana,Handwalla-Bwana
Haris Medunjanin\Haris-Medunjanin,2527,2018,Haris Medunjanin,Haris-Medunjanin
Harold Cummings\Harold-Cummings,1874,2018,Harold Cummings,Harold-Cummings
Harold Santiago Mosquera\Harold-Santiago-Mosquera,1591,2018,Harold Santiago Mosquera,Harold-Santiago-Mosquera
Harrison Afful\Harrison-Afful,2864,2018,Harrison Afful,Harrison-Afful
Harrison Heath\Harrison-Heath,124,2018,Harrison Heath,Harrison-Heath
Harry Shipp\Harry-Shipp,1221,2018,Harry Shipp,Harry-Shipp
Hassan Ndam\Hassan-Ndam,90,2018,Hassan Ndam,Hassan-Ndam
Hector Jiménez\Hector-Jimenez,657,2018,Hector Jiménez,Hector-Jimenez
Henry Wingo\Henry-Wingo,148,2018,Henry Wingo,Henry-Wingo
Héctor Villalba\Hector-Villalba,1773,2018,Héctor Villalba,Hector-Villalba
Ian Harkes\Ian-Harkes,352,2018,Ian Harkes,Ian-Harkes
Ibson\Ibson,2100,2018,Ibson,Ibson
Ignacio Piatti\Ignacio-Piatti,2817,2018,Ignacio Piatti,Ignacio-Piatti
Ike Opara\Ike-Opara,2772,2018,Ike Opara,Ike-Opara
Ilie Sánchez\Ilie-Sanchez,3060,2018,Ilie Sánchez,Ilie-Sanchez
Ilsinho\Ilsinho,989,2018,Ilsinho,Ilsinho
Isaac Angking\Isaac-Angking,39,2018,Isaac Angking,Isaac-Angking
Ismael Tajouri-Shradi\Ismael-Tajouri-Shradi,1546,2018,Ismael Tajouri-Shradi,Ismael-Tajouri-Shradi
J.T. Marcinkowski\JT-Marcinkowski,450,2018,J.T. Marcinkowski,JT-Marcinkowski
Jack Elliott\Jack-Elliott,1429,2018,Jack Elliott,Jack-Elliott
Jack McBean\Jack-McBean,1058,2018,Jack McBean,Jack-McBean
Jack Price\Jack-Price,2748,2018,Jack Price,Jack-Price
